x	y	z
6.25	-0.0331792	0.994675
6.251	-0.0321798	0.994867
6.252	-0.0311803	0.995057
6.253	-0.0301807	0.995247
6.254	-0.0291812	0.995436
6.255	-0.0281816	0.995624
6.256	-0.027182	0.99581
6.257	-0.0261823	0.995996
6.258	-0.0251826	0.996181
6.259	-0.0241829	0.996365
6.26	-0.0231832	0.996547
6.261	-0.0221835	0.996729
6.262	-0.0211837	0.99691
6.263	-0.0201839	0.99709
6.264	-0.0191841	0.997269
6.265	-0.0181843	0.997447
6.266	-0.0171845	0.997623
6.267	-0.0161846	0.997799
6.268	-0.0151847	0.997974
6.269	-0.0141848	0.998148
6.27	-0.0131849	0.998321
6.271	-0.012185	0.998493
6.272	-0.0111851	0.998664
6.273	-0.0101851	0.998834
6.274	-0.00918518	0.999002
6.275	-0.00818522	0.99917
6.276	-0.00718525	0.999337
6.277	-0.00618527	0.999503
6.278	-0.00518528	0.999668
6.279	-0.00418529	0.999832
6.28	-0.0031853	0.999995
